2026/05/04 06:58:03.846, Tesla T4, 0, 0, 14.81
2026/05/04 06:58:08.887, Tesla T4, 0, 0, 14.81
2026/05/04 06:58:13.925, Tesla T4, 0, 0, 14.71
2026/05/04 06:58:18.965, Tesla T4, 0, 0, 14.61
2026/05/04 06:58:24.015, Tesla T4, 0, 0, 14.61
2026/05/04 06:58:29.055, Tesla T4, 0, 0, 14.61
2026/05/04 06:58:34.093, Tesla T4, 0, 0, 14.61
2026/05/04 06:58:39.141, Tesla T4, 6, 159, 26.02
2026/05/04 06:58:44.175, Tesla T4, 9, 159, 26.12
2026/05/04 06:58:49.221, Tesla T4, 8, 159, 26.12
2026/05/04 06:58:54.257, Tesla T4, 6, 159, 26.12
2026/05/04 06:58:59.292, Tesla T4, 6, 159, 26.22
2026/05/04 06:59:04.326, Tesla T4, 9, 159, 26.22
2026/05/04 06:59:09.362, Tesla T4, 9, 159, 26.22
2026/05/04 06:59:14.406, Tesla T4, 6, 159, 26.32
2026/05/04 06:59:19.442, Tesla T4, 6, 159, 26.22
2026/05/04 06:59:24.489, Tesla T4, 8, 159, 26.32
2026/05/04 06:59:29.524, Tesla T4, 9, 159, 26.32
2026/05/04 06:59:34.569, Tesla T4, 6, 159, 26.41
2026/05/04 06:59:39.603, Tesla T4, 5, 159, 26.22
2026/05/04 06:59:44.651, Tesla T4, 9, 159, 26.32
2026/05/04 06:59:49.698, Tesla T4, 6, 159, 26.32
2026/05/04 06:59:54.733, Tesla T4, 6, 159, 26.32
2026/05/04 06:59:59.768, Tesla T4, 9, 159, 26.32
2026/05/04 07:00:04.816, Tesla T4, 9, 159, 26.41
2026/05/04 07:00:09.862, Tesla T4, 6, 159, 26.32
2026/05/04 07:00:14.908, Tesla T4, 6, 159, 26.41
2026/05/04 07:00:19.955, Tesla T4, 9, 159, 26.41
2026/05/04 07:00:24.990, Tesla T4, 9, 159, 26.41
2026/05/04 07:00:30.037, Tesla T4, 6, 159, 26.51
2026/05/04 07:00:35.071, Tesla T4, 3, 159, 26.32
2026/05/04 07:00:40.106, Tesla T4, 8, 159, 26.41
2026/05/04 07:00:45.151, Tesla T4, 6, 159, 26.41
2026/05/04 07:00:50.186, Tesla T4, 6, 159, 26.41
2026/05/04 07:00:55.220, Tesla T4, 9, 159, 26.41
2026/05/04 07:01:00.254, Tesla T4, 9, 159, 26.51
2026/05/04 07:01:05.300, Tesla T4, 6, 159, 26.51
2026/05/04 07:01:10.346, Tesla T4, 6, 159, 26.51
2026/05/04 07:01:15.394, Tesla T4, 9, 159, 26.51
2026/05/04 07:01:20.429, Tesla T4, 9, 161, 26.51
2026/05/04 07:01:25.487, Tesla T4, 6, 161, 26.61
2026/05/04 07:01:30.520, Tesla T4, 7, 161, 26.41
2026/05/04 07:01:35.567, Tesla T4, 9, 161, 26.51
2026/05/04 07:01:40.601, Tesla T4, 5, 161, 26.51
2026/05/04 07:01:45.634, Tesla T4, 6, 161, 26.61
2026/05/04 07:01:50.669, Tesla T4, 9, 161, 26.61
2026/05/04 07:01:55.716, Tesla T4, 9, 161, 26.61
2026/05/04 07:02:00.762, Tesla T4, 6, 161, 26.70
2026/05/04 07:02:05.796, Tesla T4, 6, 161, 26.51
2026/05/04 07:02:10.831, Tesla T4, 9, 161, 26.61
2026/05/04 07:02:15.866, Tesla T4, 9, 161, 26.61
2026/05/04 07:02:20.888, Tesla T4, 6, 161, 26.51
2026/05/04 07:02:25.933, Tesla T4, 10, 161, 26.61
2026/05/04 07:02:30.968, Tesla T4, 9, 161, 26.61
2026/05/04 07:02:35.990, Tesla T4, 9, 161, 26.61
2026/05/04 07:02:41.025, Tesla T4, 6, 161, 26.70
2026/05/04 07:02:46.060, Tesla T4, 8, 161, 26.70
2026/05/04 07:02:51.082, Tesla T4, 9, 161, 26.70
2026/05/04 07:02:56.127, Tesla T4, 6, 161, 26.61
2026/05/04 07:03:01.173, Tesla T4, 6, 161, 26.80
2026/05/04 07:03:06.196, Tesla T4, 9, 161, 26.61
2026/05/04 07:03:11.242, Tesla T4, 9, 161, 26.61
2026/05/04 07:03:16.278, Tesla T4, 6, 161, 26.61
2026/05/04 07:03:21.301, Tesla T4, 7, 161, 26.61
2026/05/04 07:03:26.337, Tesla T4, 9, 161, 26.61
2026/05/04 07:03:31.372, Tesla T4, 9, 161, 26.61
2026/05/04 07:03:36.394, Tesla T4, 6, 161, 26.61
2026/05/04 07:03:41.432, Tesla T4, 9, 161, 26.70
2026/05/04 07:03:46.467, Tesla T4, 9, 161, 26.70
2026/05/04 07:03:51.489, Tesla T4, 6, 161, 26.70
2026/05/04 07:03:56.524, Tesla T4, 6, 161, 26.70
2026/05/04 07:04:01.560, Tesla T4, 9, 161, 26.70
2026/05/04 07:04:06.582, Tesla T4, 9, 161, 26.70
2026/05/04 07:04:11.627, Tesla T4, 6, 161, 26.70
2026/05/04 07:04:16.661, Tesla T4, 6, 161, 26.70
2026/05/04 07:04:21.683, Tesla T4, 9, 161, 26.70
